GeneNames		rank
KRT33A		0.338019847
LASP1		0.336622787
CFAP20		0.335447121
DAAM1		0.334560545
MRPS23		0.334517109
SIGLEC9		0.333954627
SPG7		0.333203987
SLC6A14		0.332846616
ACIN1		0.332520976
HOOK1		0.33206122
PTGFRN		0.331782338
SLAIN2		0.330629039
ITSN2		0.330150415
SIRT3		0.329640383
WDR54		0.329180519
DEF6		0.326911682
MRPL46		0.325857498
ATG5		0.325441602
RNASE7		0.324141622
MCOLN1		0.323596253
GTPBP4		0.323536906
MRPL4		0.323415236
ADGRE3		0.321303515
TMEM59		0.32058889
ALG1		0.319656847
NTPCR		0.316323206
TMEM175		0.315043486
APOL2		0.314086853
VRK1		0.313997314
FGD4		0.312810469
SCYL1		0.312090129
ESAM		0.310598346
BCL2L2		0.309454617
SYMPK		0.309398748
DHX38		0.308944193
THAP4		0.307166063
PCSK9		0.305284401
COLGALT1		0.305135541
JAGN1		0.303791784
CLYBL		0.302156384
DDX60		0.301461877
PHYKPL		0.2999143
APBB1IP		0.297808756
LRP10		0.294482999
RRM2B		0.294482999
GDPGP1		0.294281672
MRPL14		0.294017706
OTUD7B		0.293433314
KRT15		0.293146454
DCAF8		0.292474593
ACBD5		0.292379653
TPRG1L		0.291409869
HSDL1		0.291030132
MAPKAPK3		0.290724333
PLCL1		0.290533372
TNIP1		0.290109079
FAT1		0.289351404
LPIN1		0.289351404
CAPRIN1		0.289351311
KEAP1		0.289351287
SEMA3B		0.289351287
GRSF1		0.289351281
LAMTOR4		0.289351278
SCRN3		0.289351276
TAGLN		0.289351269
TFAM		0.289351255
CRISP1		0.289351252
RANBP2		0.289351252
XDH		0.289351247
GRK6		0.289351246
PSMB10		0.289351244
EVI2B		0.289351242
CRYBB3		0.289351241
CXCR1		0.289351236
ENPP1		0.289351236
GPX2		0.289351235
VAV1		0.289351235
DAO		0.289351233
ICAM1		0.28935123
SLURP2		0.28935123
CLDN1		0.289351229
ADCY5		0.289351225
GPAA1		0.289351224
LEPROT		0.289351224
NDUFA2		0.289351224
CYB561D2		0.28935122
ARHGAP10		0.289351219
NDUFA4		0.289351219
SPCS1		0.289351216
GTF3C3		0.289351214
GIT1		0.289351213
REXO2		0.289351213
HIGD1A		0.289351211
TEKT2		0.289351209
LCMT1		0.289351208
NPC1L1		0.289351208
PRKAG2		0.289351205
UBA2		0.289351203
IL36RN		0.289351202
KLK14		0.2893512
EPG5		0.289351197
LRRC4C		0.289351197
TBC1D13		0.289351197
NTN4		0.289351196
CERS4		0.289351188
GOLPH3L		0.289351186
LRRCC1		0.289351183
PARD6G		0.289351183
SETD2		0.289351183
NUP85		0.289351181
AIFM2		0.289351179
ERGIC2		0.289351179
TEP1		0.289351179
C18orf25		0.289351177
PNPLA2		0.289351177
TEKT1		0.289351175
ARHGEF2		0.289351174
CPT1B		0.289351172
DCAKD		0.289351171
LFNG		0.289351168
NEK7		0.289351168
TSTD1		0.289351168
FAM98A		0.289351166
GCNT2		0.289351165
PATL1		0.289351161
C6orf120		0.289351152
RASGRP2		0.289351144
KIAA1324		0.289351124
CYP20A1		0.288782938
BRWD3		0.288469841
CES5A		0.287114518
TANGO2		0.286834196
EARS2		0.286498622
CCDC178		0.285365694
ASPRV1		0.284562342
KLHL22		0.282756605
RABL6		0.281364674
PDS5A		0.280588945
ADRM1		0.27956443
PDK2		0.279360822
OS9		0.279147185
MALL		0.278817537
SEMA3F		0.278817537
SSRP1		0.278625682
DHODH		0.278251883
RPL38		0.277956962
USP46		0.276478977
CASP7		0.275083691
HARS2		0.274443796
FNTB		0.272598512
CASP3		0.272532721
NAA10		0.272203878
GMPR		0.272173557
CPOX		0.272117976
PTGS2		0.271452797
PRKAR2B		0.270889935
U2AF2		0.27080596
IGFBP5		0.270737733
CRHBP		0.269398901
SLC9A1		0.26863729
SRM		0.268576711
NME1		0.268285996
ACP5		0.26819232
FCGR2A		0.267056928
IGHV1-8		0.266955586
FES		0.265576852
IGKV1D-39		0.265529561
CDS2		0.265197216
TNFAIP8		0.26103308
DHRS3		0.260648913
LEFTY1		0.260489484
CALU		0.25923784
OGT		0.254478399
KRT13		0.254040962
KRT36		0.253741751
IGLV4-60		0.253328907
IGLV9-49		0.253328907
IFT52		0.253112313
LRCH1		0.252939399
CPA4		0.25193063
PFDN2		0.250215283
CLEC5A		0.24928867
PLAC8		0.24928867
AGPAT3		0.248916088
DPAGT1		0.24885642
TKTL2		0.248114066
MENT		0.248114003
MTR		0.24803757
NUDCD1		0.247100974
HDAC11		0.246570499
TTC9		0.246440228
TSC1		0.246430592
SPOCK2		0.246430539
SLC39A7		0.246430514
OVCA2		0.246430403
SLC2A12		0.246430389
PIWIL2		0.244397404
COQ8A		0.244071883
DOCK8		0.240736504
DAGLB		0.240270811
ATAD1		0.240197672
SERPINA12		0.239435449
FAM83A		0.238619743
CADPS2		0.2385149
PRUNE1		0.238497914
FILIP1		0.237770001
PRICKLE2		0.237696557
CLEC4G		0.236991949
GLB1L		0.235923486
CTR9		0.235397869
TBC1D9B		0.235306478
ARMC12		0.235049151
EFHC1		0.23473288
PCID2		0.23453606
PPP6R3		0.23445202
ADIPOQ		0.234411892
RFTN1		0.234250221
NID2		0.233788171
MSLN		0.233721533
COL14A1		0.231067327
CYCS		0.230930059
SELENOT		0.230930059
INHBC		0.230534737
NUP98		0.229914131
FXR1		0.22903653
FMO5		0.227956301
HSPA13		0.226532935
PIK3R1		0.226192849
CA6		0.22558202
KLK2		0.225164661
TMEM11		0.223731885
NCK1		0.22367352
MYH7		0.22344615
NR2F1		0.222430825
CELA3A		0.222367408
STATH		0.221087466
IGKV1D-16		0.220278415
PRL		0.219061411
IL18BP		0.218812955
PCNT		0.218062968
MTA2		0.217423828
TIPRL		0.215666873
ABCB7		0.215590784
TPD52L2		0.215547749
APOL1		0.215206218
APAF1		0.214668684
TOR1A		0.213890963
RNF223		0.21324885
TARM1		0.211941166
IGLC7		0.211578679
ATG4B		0.211329711
NDRG4		0.209933094
SERPINA10		0.209384198
DNAH2		0.209204922
CACNA2D2		0.205520787
SMPD4		0.2048553
DDX18		0.204572881
GINM1		0.203917988
UGT1A10		0.203893041
RMND5A		0.203714911
VSIR		0.203686651
NARFL		0.203600826
TUBB1		0.203075937
SPATC1L		0.201959972
TMEM120A		0.20060042
DCTN5		0.200116381
PIK3R4		0.199297691
VPS39		0.198430698
CD101		0.198138931
GBF1		0.197740049
NUDCD2		0.197571631
OSCP1		0.197362454
RAB2B		0.196786543
TBC1D22A		0.196717159
THOC2		0.196391888
MOSPD2		0.195776843
NAT8L		0.194857109
C4orf19		0.194530871
BNIPL		0.194395766
DHX32		0.194007009
HIST2H3A		0.192770621
KCP		0.192196855
IRGC		0.191899786
TMEM214		0.191094813
C10orf76		0.190868425
RARS2		0.190157825
CLEC12A		0.189975757
ARHGAP29		0.189114372
CYP51A1		0.186836499
ZYX		0.186685206
MAPRE2		0.18653533
PUM3		0.185898693
PRKD1		0.18589667
SART3		0.185397389
RIPK1		0.184509636
SPOCK1		0.184343748
MRPS5		0.183897626
RAB11A		0.183567402
UBE2G1		0.183508432
DCAF7		0.183397844
MCM4		0.183323244
RPA1		0.182534331
RRM1		0.182438232
HLA-DRB4		0.182183257
CDK1		0.181872322
INSR		0.181136155
IGKV1-5		0.180692185
SFT2D2		0.179378735
VAMP5		0.178948015
RSL1D1		0.17889585
TGOLN2		0.176901949
FIBP		0.17670075
PRODH		0.176125121
GOSR2		0.175765992
SLC35A3		0.175719253
PADI1		0.175440344
PCTP		0.175224794
DNAJB11		0.174945647
COMMD3		0.173501303
CISD1		0.172780636
IMPAD1		0.172307866
UFSP2		0.172304252
DIAPH3		0.172002726
FAM114A2		0.171341678
AAAS		0.171273984
TRIM36		0.17032221
COG4		0.17027834
UBE2Z		0.17019438
ALG2		0.169741546
RNF39		0.169293095
SLC19A3		0.16929304
WDR11		0.169293036
PELO		0.168903964
ADPGK		0.168244795
FUBP3		0.168105175
C1GALT1C1		0.16783481
CLDN23		0.167830951
TMEM143		0.167824604
AP3S1		0.167688651
UBLCP1		0.167471604
BICD2		0.167085732
MAPK15		0.166656335
SPATA20		0.166448449
LPCAT1		0.165614554
RHOT1		0.163884231
SERINC5		0.163827458
SDK1		0.163801405
TRMT10C		0.163577901
WDR82		0.163535623
SLC39A4		0.163289048
ABCC10		0.162789174
MTUS2		0.162188243
GPAT3		0.162031236
PLCB4		0.161328256
USP10		0.161015269
URB2		0.160346242
NOTCH2		0.158683445
OCRL		0.157346803
RBX1		0.156384722
RABGGTB		0.155978312
BRCC3		0.155806736
MSH2		0.155463396
DEK		0.155205483
FBN1		0.155041165
TYK2		0.154754451
PECAM1		0.15422987
KRAS		0.154138728
IGKV2-30		0.153466633
CST1		0.151857091
MOCS2		0.151687823
ABHD16A		0.150390668
CLSTN1		0.149838652
PRPF6		0.148120111
NDUFS6		0.147299542
ADCY3		0.146433139
PPP1R12A		0.145948354
IGHV5-10-1		0.14575631
IGHV3-64		0.145639149
PTRH2		0.145639033
FIS1		0.145626097
WASHC3		0.145120319
PRG3		0.14486435
GULP1		0.144196217
WDR35		0.143855446
RAI14		0.143742238
EMC3		0.143305725
EHD2		0.143258096
MRPL39		0.14206457
XYLT2		0.140085095
ALOXE3		0.139677523
DPCD		0.139142031
HNRNPUL1		0.139048743
ANP32E		0.13884896
NDFIP1		0.137715398
PURB		0.137065503
GBP4		0.136957101
FBXL20		0.136712687
C16orf58		0.13369493
ASB9		0.132165015
PPCDC		0.131695575
MAGOHB		0.131405759
RAPGEF4		0.130295938
PELP1		0.130112845
PNPLA6		0.12939289
ZDHHC13		0.129242233
RTN4RL1		0.127333781
MROH2B		0.127324249
MPRIP		0.127228216
LYPD2		0.127129178
HBM		0.126865276
RRP12		0.126780402
ATP6V1F		0.124470434
RBBP7		0.12399478
PDK3		0.123306743
GOLGB1		0.123278996
ABR		0.123129355
NUP160		0.122792367
FUT2		0.121747274
MRPS9		0.121472227
NCKAP1L		0.119706096
KNG1		0.119557442
VPS41		0.119358418
DNASE1L1		0.118656579
MCAM		0.118240457
RBMX		0.117253229
STX2		0.117076814
FGF9		0.117044142
FKBP2		0.116627795
ITGAL		0.116622249
UQCRB		0.116573181
MMP10		0.115781999
IGHV3-13		0.115484499
EGF		0.115299028
LY6G6C		0.11485023
STX11		0.114559395
TLR5		0.114429148
PLXNB1		0.114403372
MAST4		0.113878092
PES1		0.113635301
IGHV1-18		0.111767991
USP15		0.111194085
FBXO7		0.110702104
COG5		0.110571819
ABCF2		0.110159967
H2AFY2		0.109579019
BCLAF1		0.1095505
MMP25		0.108702071
STRA6		0.108701972
ACOX2		0.108701949
TMX3		0.108182541
SGSM3		0.108051315
SH3KBP1		0.107967371
RPE		0.107732069
PSPC1		0.10671981
SCFD2		0.106255545
NME8		0.103484286
ASCC3		0.103392645
FAM114A1		0.102936238
HOMER1		0.102853357
TAX1BP1		0.102701264
ADAMTSL2		0.102633502
BAIAP2L2		0.102441408
RICTOR		0.101760882
C8orf82		0.101623415
NXN		0.101558556
VMA21		0.10149339
LRRFIP1		0.101230889
ALG11		0.101160932
TPD52L1		0.100955713
IFI16		0.100903388
CASP8		0.100868907
PDCD11		0.10024971
GPM6B		0.100196462
EIF2B5		0.099537983
IFT88		0.099308338
PCDH1		0.099073813
MRPS35		0.09743296
CSNK1G2		0.096429267
SEC61B		0.096101148
NUP107		0.096020068
SLC26A2		0.095235539
GMPS		0.094922832
MTHFS		0.094664835
ARRB1		0.094094955
MAPKAPK2		0.092281603
SLC6A12		0.09223853
RECQL		0.089192088
ECE1		0.088577664
S100A2		0.088439744
MCM3		0.087014943
CXCR2		0.085145157
AGA		0.083977875
PTPRF		0.083484582
RBP1		0.083158262
IGFBP1		0.082710503
ERBB2		0.082600079
IGKV1-16		0.082185488
F10		0.081594754
ZFPL1		0.081236837
ALDH1A2		0.081144835
NUDT21		0.079681963
PCDHA11		0.079579527
WDR7		0.079513852
SH3BGRL2		0.07935465
ADPRHL2		0.07813777
SLC38A7		0.077974922
TOMM22		0.077622141
RPRD1B		0.074581491
XPO5		0.074482398
FAM234A		0.074482232
OSBPL1A		0.074482227
ABHD14A		0.074482137
L3HYPDH		0.07448211
SEMA3C		0.07448211
GNPNAT1		0.074482103
SEH1L		0.074482103
ANP32B		0.074482091
GLYATL1		0.074482091
MARVELD3		0.074482091
FLAD1		0.074482073
GOLGA7		0.074482061
TRAPPC11		0.074482046
EEPD1		0.074482039
MARK2		0.07448202
EFHC2		0.074482016
KLHL10		0.074482016
FREM1		0.074482008
ACSBG2		0.074482005
LAMA3		0.074481982
TMEM52B		0.074481982
MFAP5		0.074481974
OVGP1		0.074481971
CDK18		0.074481952
PSPH		0.074481918
GNG5		0.07448191
VAMP2		0.074481891
RPS25		0.074481884
PTDSS1		0.074481869
GYG1		0.074481865
YAP1		0.074481861
LCN1		0.074481854
KARS		0.074481842
ATP5D		0.07448182
TBXAS1		0.07448182
IGHD		0.074481763
CSF1		0.074481759
SLC4A2		0.074011344
KLKB1		0.073105777
ADH1B		0.072567572
CRYZL1		0.072346938
SNAP29		0.07210798
SRGAP2		0.070767306
DKC1		0.070614892
B4GALT3		0.070128984
SIGLEC5		0.069960629
CCS		0.06974389
SLC33A1		0.069623681
STK38L		0.069459841
PDE10A		0.069046364
IPO11		0.067569581
TXNDC16		0.067445044
PLCB1		0.067430131
SEMA4B		0.067141471
CLPB		0.066929819
PAIP1		0.066395638
MRPL1		0.066062645
SLC29A1		0.066013288
S100A13		0.064908642
LRRC37B		0.064540343
C18orf8		0.064500979
DYNC2LI1		0.06397519
PREX1		0.063525255
SLC39A11		0.063217149
RASEF		0.062867517
OSCAR		0.062213388
SIRT2		0.062091206
P2RY8		0.061355067
ARPIN		0.060036752
EMB		0.058300419
DBN1		0.057996598
TRADD		0.057789324
PRPSAP1		0.056956628
CHIT1		0.056540993
UBXN1		0.056425225
GSDMD		0.055277492
CASP6		0.054964967
LEP		0.054822514
GLRX		0.05416303
S100A4		0.053752448
FABP4		0.053160806
PLEK		0.052942821
LGALS2		0.052885063
IGLV6-57		0.052715346
SEC24A		0.051314548
PIK3C2G		0.05084271
SERPINB7		0.050842648
TGM5		0.050842637
CHL1		0.050842591
FAAH		0.050842559
MTMR11		0.050842482
TRAPPC4		0.050842482
ERG28		0.050842471
TBK1		0.050842399
SEC63		0.050842384
CGN		0.050778598
GID8		0.049423063
EIF2B3		0.049337532
EMC7		0.049331618
XAB2		0.048906023
PARVG		0.048512844
NAT10		0.047245591
SELENOI		0.047003412
TNKS1BP1		0.046709806
IFT27		0.046657417
C17orf62		0.046440091
TSNAX		0.04642051
JMJD8		0.046157005
CFAP57		0.046122457
SLC35E1		0.045992015
SLC22A18		0.044802732
PBXIP1		0.044199332
ELMO1		0.044089984
CNNM3		0.042710971
SUMF2		0.042636886
TMEM252		0.042362946
KIAA2013		0.042060881
CMIP		0.041630556
RETREG3		0.041256574
PODN		0.041140789
PLXDC2		0.041001682
INTS5		0.040378454
SIGIRR		0.040130997
CRYBG3		0.039795327
TRAM1		0.039637736
RAB3GAP1		0.039126456
EMC2		0.038786134
ITPR2		0.038359293
PTK2B		0.038357862
ARHGEF7		0.038293987
TUBA3C		0.03817588
GOLGA2		0.038074839
KDSR		0.037677438
FKBP3		0.037335946
HBG1		0.037299109
MRPL12		0.037115037
TUBG2		0.036834057
PLCG1		0.036771813
ENO2		0.036007815
ITIH4		0.035928705
ACTL6A		0.035561631
TACC2		0.035265069
CILP		0.035112965
KIF1B		0.034835042
SYNGR1		0.034136541
ZZEF1		0.033758516
IKBKB		0.033522014
GOLIM4		0.032480434
FAM168B		0.032441113
COMMD10		0.032176299
SUPT16H		0.032109895
TSKS		0.031640041
FSCN3		0.031166385
WASH6P		0.031162344
SEPSECS		0.030511735
POFUT1		0.030039557
TRIOBP		0.029866854
WDR13		0.02976394
SRRT		0.029654749
NUDT9		0.029359472
APOO		0.029249594
VPS13A		0.029149197
CFAP44		0.029124803
LRRC45		0.028920196
MUC16		0.028766514
CASTOR1		0.02856645
SLC25A40		0.027481701
GRPEL2		0.027404441
WDR19		0.0273635
VPS37A		0.02667406
THNSL1		0.026192174
KIAA0825		0.026111122
FSTL4		0.025629129
RNF123		0.025124289
BSPRY		0.02437786
HECTD3		0.024081183
C6orf132		0.023888759
RILPL1		0.023479386
PDCD4		0.023187142
ANGPT1		0.02239918
RBM39		0.02222441
EIF2B1		0.022054855
ALCAM		0.021879023
MYO9B		0.021861001
PRKG2		0.021513524
SF3A3		0.020661697
BPTF		0.019477998
PTEN		0.019436881
TPD52		0.0190907
NDUFA8		0.019061284
AMT		0.018665983
PIM1		0.018491831
PARP1		0.018328632
LPA		0.015973244
HLA-DQB1		0.01579074
CD5L		0.015633878
TRAPPC3		0.015581228
PLOD2		0.015296836
MOB4		0.014049828
STAP1		0.013529314
RCC2		0.01303753
NDUFAF4		0.011855965
TIGAR		0.011506984
EML4		0.010861095
MRPL44		0.010564779
PDGFD		0.010384953
LNPK		0.009891624
PBDC1		0.00979502
PAFAH2		0.009136813
CSF3R		0.008435352
INPP4A		0.008285375
SPG11		0.007622757
NARS2		0.00707911
MMAB		0.006440894
PIGK		0.005722955
PPFIBP2		0.00545221
MTMR14		0.0050026
GATD1		0.0049017
GBP7		0.004790392
METTL13		0.003432704
TSPAN33		0.002838251
DHRS11		0.002727625
TENM4		0.002099548
CIAPIN1		0.001962164
FCRL6		0.001924835
NT5DC1		0.001141342
SVEP1		0.000476012
AARS2		0
AARSD1		0
AASDHPPT		0
AASS		0
ABHD10		0
ABHD5		0
ACAD10		0
ACADL		0
ACBD3		0
ACMSD		0
ACOT2		0
ACOT7		0
ACSL6		0
ACTR10		0
ADAM7		0
ADAMTS1		0
ADAR		0
ADD3		0
ADGRG3		0
ADGRG6		0
ADGRL1		0
AGXT2		0
AHCYL2		0
AHNAK2		0
AIP		0
AKAP12		0
AMDHD2		0
AMOT		0
ANGPTL1		0
ANGPTL8		0
ANK3		0
ANKS1A		0
ANKS4B		0
ANO10		0
ANP32A		0
ANXA8		0
APEX1		0
APOF		0
APOM		0
ARAF		0
ARAP1		0
ARFGAP2		0
ARFGEF1		0
ARHGAP17		0
ARHGAP27		0
ARHGEF16		0
ARHGEF37		0
ARHGEF5		0
ARL2		0
ARMC10		0
ARVCF		0
ASAP2		0
ASMTL		0
ATP13A4		0
ATP1A4		0
ATP2A3		0
ATP5S		0
AUH		0
B3GNT8		0
B4GALT4		0
BABAM2		0
BACE2		0
BAG3		0
BBS1		0
BCL2L13		0
BMPR2		0
BRI3		0
BRI3BP		0
BTNL3		0
BZW2		0
C1orf123		0
C9orf64		0
CANT1		0
CAPNS2		0
CASP1		0
CCAR2		0
CCDC168		0
CCDC6		0
CCDC88B		0
CCDC93		0
CCIN		0
CCNYL1		0
CCZ1		0
CD58		0
CD97		0
CDH13		0
CDK14		0
CERS3		0
CFHR3		0
CHUK		0
CISD2		0
CLDN11		0
CLDN19		0
CLDN3		0
CLDN5		0
CLDN7		0
CLIP1		0
CLMN		0
CLPP		0
CLPTM1		0
CLPTM1L		0
CNDP1		0
COG7		0
COL12A1		0
COMMD4		0
COMMD9		0
COMTD1		0
COPS7A		0
COPZ1		0
COQ5		0
COX6C		0
COX7A2		0
COX7A2L		0
CPD		0
CPS1		0
CPTP		0
CPZ		0
CRACR2A		0
CROCC2		0
CSNK1D		0
CSNK2B		0
CTBP1		0
CTNNBL1		0
CTNS		0
CTPS2		0
CTSF		0
CTSS		0
CUL4A		0
CWH43		0
CXADR		0
CXCL12		0
CYP1A1		0
CYP1B1		0
CYSRT1		0
DAP3		0
DAPP1		0
DCTN3		0
DCTN4		0
DCUN1D1		0
DDI2		0
DDX46		0
DECR2		0
DHX30		0
DIP2A		0
DNAH17		0
DNAH7		0
DNAH8		0
DNAJA3		0
DNAJA4		0
DNAJB6		0
DNAJC7		0
DNASE2		0
DOCK1		0
DOCK5		0
DOCK7		0
DSCR3		0
DSG2		0
DTYMK		0
EEF1A2		0
EFNB2		0
EHD3		0
EIF1AX		0
EIF2A		0
EIF2B2		0
EIF3G		0
EIF3K		0
EIF5B		0
EIPR1		0
ELMOD2		0
ELP1		0
ELP3		0
ENPP7		0
ENTPD3		0
EPB41L3		0
EPDR1		0
EPHX3		0
EXOC3L4		0
FAHD1		0
FAM120A		0
FAM168A		0
FAT3		0
FBXO2		0
FCGRT		0
FCHO2		0
FCN1		0
FCN3		0
FGFR1		0
FKBP15		0
FKBP8		0
FN3KRP		0
FSIP2		0
FUT3		0
FYCO1		0
GALNT10		0
GALT		0
GAN		0
GBP2		0
GCNT3		0
GET4		0
GJB2		0
GNAO1		0
GNB4		0
GOLPH3		0
GORASP2		0
GP2		0
GP6		0
GPM6A		0
GPR180		0
GRB14		0
GRK2		0
GRPEL1		0
GSK3B		0
GSTT2B		0
GSTZ1		0
GTF2I		0
GTPBP1		0
GYPA		0
H1F0		0
H6PD		0
HABP2		0
HACL1		0
HAL		0
HCK		0
HDAC1		0
HDDC2		0
HEATR1		0
HEATR5B		0
HEPHL1		0
HGFAC		0
HID1		0
HIDE1		0
HIST1H1B		0
HIST2H2BE		0
HKDC1		0
HLA-DPB1		0
HLA-DRB5		0
HLA-E		0
HMGB1		0
HNRNPAB		0
HNRNPK		0
HPR		0
HSPBP1		0
HSPE1		0
HSPH1		0
HTT		0
IAH1		0
IFIT1		0
IFIT5		0
IFT122		0
IFT140		0
IFT57		0
IFT74		0
IFT81		0
IGFBP3		0
IGHV1-46		0
IGHV2-70D		0
IGHV3-15		0
IGHV3-33		0
IGKV1-13		0
IGKV2-29		0
IGKV6D-21		0
IGLV2-18		0
IGLV3-19		0
IGLV4-69		0
IL6ST		0
ILDR1		0
IMPACT		0
INPP4B		0
INPPL1		0
IST1		0
ITGA6		0
ITPKC		0
JCAD		0
KCNJ15		0
KCNK5		0
KDELR1		0
KEL		0
KHDRBS1		0
KIAA1522		0
KIRREL1		0
KLK7		0
KPNA2		0
KPNA3		0
KRT19		0
KRT24		0
KRT75		0
KYAT3		0
L1CAM		0
LACTB		0
LAMA1		0
LAMB1		0
LAMTOR3		0
LAPTM4A		0
LDHD		0
LILRA6		0
LIMA1		0
LITAF		0
LMF2		0
LMTK2		0
LRRC1		0
LRRC37A3		0
LRRC40		0
LRRC59		0
LRRD1		0
LUC7L2		0
LZTFL1		0
MACC1		0
MAEA		0
MAMDC2		0
MAP2K4		0
MAP4		0
MAPK9		0
MARCKSL1		0
MBOAT2		0
MCM2		0
MCM5		0
MCM7		0
ME3		0
METRNL		0
MGAM2		0
MGEA5		0
MICALL1		0
MLYCD		0
MMAA		0
MMP1		0
MMP2		0
MPDZ		0
MROH7		0
MRPL19		0
MRPL37		0
MRPL38		0
MRPL48		0
MRPS34		0
MS4A3		0
MT1X		0
MTMR1		0
MTMR12		0
MUC20		0
MX2		0
MYD88		0
MYDGF		0
MYL1		0
NAA15		0
NADK2		0
NAV1		0
NBAS		0
NCBP1		0
NDFIP2		0
NDRG3		0
NDUFA11		0
NDUFB3		0
NDUFB5		0
NDUFB6		0
NEB		0
NEK9		0
NFATC1		0
NHLRC3		0
NINJ1		0
NISCH		0
NLRP2		0
NME3		0
NMES1		0
NPL		0
NPR1		0
NTNG1		0
NUBPL		0
NUDT19		0
NUDT4		0
NUP133		0
OAT		0
OCIAD1		0
OCIAD2		0
OGN		0
OSBPL10		0
OSBPL2		0
OSBPL8		0
OSTC		0
PACS1		0
PAEP		0
PALM		0
PANK4		0
PARD3B		0
PARP9		0
PARVA		0
PCNX4		0
PDE9A		0
PDPR		0
PEBP4		0
PECR		0
PELI2		0
PFAS		0
PGP		0
PHKB		0
PIGO		0
PIN1		0
PIP4K2A		0
PIP4P2		0
PIP5K1C		0
PLA1A		0
PLA2G2A		0
PLAT		0
PLD1		0
PLGRKT		0
PLPP3		0
PLPPR1		0
PLTP		0
PML		0
PMPCA		0
PNKD		0
POLDIP2		0
PPID		0
PPIF		0
PPM1F		0
PPP1CC		0
PPP1R13L		0
PPP2CA		0
PPP2R5C		0
PRB3		0
PRH1		0
PRKRA		0
PROC		0
PRODH2		0
PROS1		0
PRPSAP2		0
PSEN1		0
PTH1R		0
PTMA		0
PTX3		0
PVALB		0
PXMP4		0
PYCARD		0
RAB19		0
RAB20		0
RAB24		0
RAB31		0
RAB4B		0
RAD50		0
RALGAPA2		0
RALY		0
RANBP9		0
RARRES1		0
RASA4		0
RBKS		0
RBM14		0
RCN1		0
RDH13		0
REEP6		0
RETN		0
RETSAT		0
RGN		0
RHAG		0
RIOK3		0
RNASE1		0
RND3		0
RNF128		0
RNF167		0
ROCK1		0
ROCK2		0
ROPN1		0
RPL23A		0
RPL31		0
RPL35A		0
RPL37A		0
RPLP2		0
RPS15		0
RPS19		0
RPS26		0
RPS26P11		0
RPS27		0
RPTN		0
RPTOR		0
RSPRY1		0
RUFY1		0
SAR1B		0
SASH1		0
SAT2		0
SCYL2		0
SDHC		0
SDR39U1		0
SEC24B		0
SELENOO		0
SEMA7A		0
SEPHS2		0
SERBP1		0
SERINC3		0
SERPINB9		0
SERPINE2		0
SF3A1		0
SGTA		0
SH2D4A		0
SH3BGRL		0
SH3TC1		0
SH3YL1		0
SIL1		0
SLC12A2		0
SLC16A1		0
SLC25A22		0
SLC25A35		0
SLC26A1		0
SLC26A6		0
SLC39A1		0
SLC39A5		0
SLC47A2		0
SLC52A3		0
SLC5A6		0
SLC7A7		0
SMARCA2		0
SMARCA5		0
SMC3		0
SMPDL3A		0
SNCG		0
SNRPB		0
SNX33		0
SPART		0
SPG21		0
SPINT1		0
SPINT2		0
SPN		0
SRP54		0
SRPRA		0
SSB		0
STEAP2		0
STK10		0
STK3		0
SUMF1		0
SUN1		0
SYCP1		0
SYNJ2BP		0
TACO1		0
TARS2		0
TBC1D2		0
TBC1D4		0
TBCE		0
TBL2		0
TBRG4		0
TCP11		0
TCP11L2		0
TEKT4		0
TEKT5		0
TIMP3		0
TK2		0
TLR2		0
TMBIM6		0
TMED1		0
TMED3		0
TMED5		0
TMEM126A		0
TMEM132A		0
TMEM167A		0
TMEM173		0
TMEM245		0
TMEM37		0
TMEM41A		0
TMEM50B		0
TMEM8A		0
TMLHE		0
TNPO2		0
TOP1		0
TOP2A		0
TOR1AIP2		0
TPR		0
TRIML1		0
TRIP6		0
TRNT1		0
TRPM6		0
TRPM7		0
TSGA10		0
TSPAN7		0
TTC21B		0
TTC39A		0
TTC7B		0
TYRO3		0
U2AF1L5		0
UBE2H		0
UBE3C		0
UBE4A		0
UBQLN2		0
UCHL5		0
UFC1		0
UGT1A7		0
UGT2A1		0
UNC13B		0
UNC93B1		0
UQCR10		0
USP47		0
USP6NL		0
UXS1		0
VAPB		0
VBP1		0
VILL		0
VPS11		0
VPS26B		0
VPS33B		0
VPS45		0
VPS52		0
VPS53		0
VSIG10L		0
VSNL1		0
VTCN1		0
WASHC2C		0
WDR37		0
WDR64		0
WWP2		0
YARS2		0
YBX1		0
YIF1A		0
ZNF207		0
ZW10		0
NPDC1		-0.000955811
NLRC4		-0.00100842
PRMT1		-0.001059326
DHX29		-0.002223339
KYNU		-0.002312389
PSME4		-0.002322103
NAE1		-0.003432723
SSBP1		-0.003766758
RPL26		-0.005571458
FPR2		-0.006035972
ITGAX		-0.006109326
EIF2AK2		-0.006226525
PKHD1		-0.006628659
TJP3		-0.007855543
BUB3		-0.00796655
NDUFB11		-0.00821629
ISYNA1		-0.009346548
COPS5		-0.009646894
UBTD2		-0.010834607
SLC34A3		-0.010860354
WDFY1		-0.011943071
COMMD2		-0.012004305
SLC46A3		-0.012009631
IDNK		-0.013164438
TMEM97		-0.013234912
NSUN2		-0.013359195
MPP1		-0.013381789
FBLN2		-0.013863449
CLDN10		-0.014097864
